GENE,RNA_ESC_1,RNA_ESC_2,RNA_MES_1,RNA_MES_2,RNA_CP_1,RNA_CP_2,RNA_CM_1,RNA_CM_2
Zfp263,9.15951731089349,8.84583428412538,9.1736489874582,9.12352878958887,7.60501633022183,8.65949976344865,8.66630059439344,8.96689968080564
Zfp266,11.485726082377,10.8853647093473,27.0561897928168,28.9309707472973,19.7337801902331,21.518709922995,14.8796905859221,14.8717757367529
Zfp267,3.04267486919637,3.26764248224482,3.94298820518283,4.22380742208192,3.5878227617587,3.66473902861158,2.45634536882295,3.04200748277757
Zfp27,2.45434520916079,2.21612290781158,1.95224692535711,2.04174409127451,1.82683578737176,2.25393946623581,4.03790932434066,4.01652914011471
Zfp273,0.897203444672694,0.769242956772878,0.803911394698597,0.933075864052843,0.853415402723373,0.806379383400848,0.561680826735843,0.749199005771328
Zfp275,4.43454867010486,4.54087588445611,8.48525514595701,8.76720355198279,8.3456726470337,6.4160888695631,10.9617708262874,8.52304957250139
Zfp276,2.74978782373375,2.53973795617636,4.42873803810377,4.04326161381274,4.12559478860109,3.67771774178862,4.0280552904849,4.1871685973251
Zfp277,20.281002348223,20.4624033771759,11.7276935451283,12.4247518342733,11.9587519333944,12.0757010420382,13.9038143204635,9.011868457861
Zfp28,1.31594599399989,0.955471509358112,1.71834606363217,1.33337078734903,3.36943836878421,4.06282174140384,5.76831643121139,5.05447771361812
Zfp280b,14.9366076036485,15.2249125496955,20.9624486962452,17.3055214515833,19.6246791230479,18.1119085395692,15.3566135305685,12.9168583696963
Zfp280c,6.57854714128046,6.11033039158024,8.41144051481594,8.63107632561,5.65867893976933,5.89269192318715,3.15012510170878,3.73051797511365
Zfp280d,8.28772186516117,7.89949241446018,9.57019862520883,9.63324896750164,9.70501637136354,9.22770332625377,7.23867782434568,6.40452929143629
Zfp281,29.5445505516939,28.5581447701931,15.2743164992733,14.7907257229176,11.7789292215883,11.7973303791544,7.01365037853736,9.42453928798496
Zfp282,2.576587512019,2.89603821480278,11.1329127754123,9.94427631480719,8.35648783917395,9.360223434958,6.37154519976937,4.57739954681957
Zfp286,1.53440677532603,1.58246574889415,2.03351972968935,1.86638147901096,2.94159733684321,3.1315054342748,1.03840728684672,1.76001102469155
Zfp287,1.05136599569695,0.965598227289729,1.16247226529871,1.17171425782875,1.18020485584168,1.1838760429872,1.01782266663934,1.34021919537995
Zfp292,8.31544375385379,8.31571673057428,10.739365594643,11.7044358494964,14.2944727653511,14.3091097947676,11.796044760188,16.1374623491447
Zfp296,56.1025536087693,57.872758916198,1.5890823712637,1.52721761780414,0.647312794026454,0.237858493865533,0.499487049369307,0.320559742187829
